session_length	type
240.863819103723	mobile
239.417606099889	mobile
240.171635953901	mobile
240.442214601008	mobile
240.337648982896	mobile
239.311361261986	mobile
238.430339727496	mobile
239.985067524327	mobile
238.787767403445	mobile
243.338540555619	mobile
240.006831744365	mobile
238.873806906133	mobile
239.940981167577	mobile
239.835195790464	mobile
238.213113229736	mobile
237.850144675451	mobile
238.258506861828	mobile
239.332726188718	mobile
242.708865952315	mobile
239.757010879375	mobile
240.416867680762	mobile
240.623832887547	mobile
239.092739972542	mobile
240.286495681616	mobile
238.550330100698	mobile
240.106288596074	mobile
241.237393544576	mobile
239.968040126242	mobile
240.46199329406	mobile
237.361190878609	mobile
238.605033283558	mobile
240.422824261718	mobile
240.368930605011	mobile
242.560481996248	mobile
239.363438954617	mobile
241.904738462885	mobile
239.22600001094	mobile
242.901276097646	mobile
240.413186524671	mobile
240.284586731429	mobile
238.862911121686	mobile
240.176307138599	mobile
241.81470055737	mobile
240.572269353418	mobile
240.243000060167	mobile
239.39542070746	mobile
240.429344229118	mobile
237.532711967313	mobile
239.415757317187	mobile
237.939641073607	mobile
239.8413656925	mobile
242.472675757427	mobile
242.176208682715	mobile
240.038507190014	mobile
239.264326698501	mobile
238.056196430427	mobile
242.887404757607	mobile
238.499565153181	mobile
241.378491765259	mobile
239.655169207375	mobile
238.116812436072	mobile
242.49308347418	mobile
238.297402405605	mobile
240.306963565853	mobile
238.333984236119	mobile
239.50207030844	mobile
241.411939416813	mobile
239.848935855992	mobile
239.93087849997	mobile
240.167604732446	mobile
237.434387358265	mobile
240.636511817441	mobile
237.862232870044	mobile
238.377665829792	mobile
238.050535217123	mobile
243.0920234325	mobile
241.214524430734	mobile
238.666535392155	mobile
238.632507944843	mobile
239.850489271044	mobile
239.641604174529	mobile
239.752284996964	mobile
238.979171110856	mobile
238.283246637458	mobile
240.197568139676	mobile
241.795496190304	mobile
241.17305262467	mobile
237.273395579331	mobile
241.868774716529	mobile
239.38948600559	mobile
242.627174917817	mobile
240.635527258605	mobile
238.94103586529	mobile
238.69234177319	mobile
240.106758996406	mobile
240.663702050617	mobile
239.017530617045	mobile
243.536562686314	mobile
239.444818212151	mobile
241.42521455178	mobile
238.087122517408	mobile
238.838357318281	mobile
238.722988901834	mobile
241.164705753652	mobile
240.701175453854	mobile
240.32525448111	mobile
242.678902545085	mobile
240.701126225913	mobile
237.722250482707	mobile
238.06486054818	mobile
239.928050628203	mobile
238.919731106042	mobile
236.549186918495	mobile
240.626163010125	mobile
239.720762704911	mobile
239.116555356821	mobile
241.151917428332	mobile
242.469109466533	mobile
238.202387008199	mobile
240.504887240664	mobile
238.005163464116	mobile
240.782729744069	mobile
236.951619872773	mobile
242.046968926229	mobile
238.610535873495	mobile
238.538947506605	mobile
238.89941090563	mobile
237.96418393747	mobile
238.961241200505	mobile
239.619418782101	mobile
240.243076636966	mobile
243.537530835836	mobile
237.876323000935	mobile
240.891589132658	mobile
238.462441815308	mobile
239.461331451732	mobile
240.292501490513	mobile
239.239160280709	mobile
239.02436236141	mobile
239.076697133293	mobile
239.464968849652	mobile
240.149538077813	mobile
241.654638639558	mobile
241.193077457432	mobile
239.965206784704	mobile
240.588082462272	mobile
241.593853071003	mobile
237.412130858809	mobile
240.456911876514	mobile
238.533384749184	mobile
238.986850669774	mobile
239.034815094381	mobile
241.109461063433	mobile
239.645815898437	mobile
237.271612433884	mobile
239.176591566707	mobile
240.724285237634	mobile
239.426631222549	mobile
239.103296631168	mobile
240.564371003648	mobile
238.657461041554	mobile
242.487170651395	mobile
242.387916181224	mobile
237.640422703927	mobile
238.930840211571	mobile
237.982529550439	mobile
239.260344704988	mobile
239.535594536792	mobile
239.413235752613	mobile
238.017601724072	mobile
241.879675970748	mobile
236.003484244324	mobile
241.388988256401	mobile
242.54319204914	mobile
241.784873894422	mobile
238.976627667197	mobile
239.250723377256	mobile
237.497382714429	mobile
238.943557429864	mobile
241.574528368969	mobile
240.4046974396	mobile
239.106277656531	mobile
241.558808246227	mobile
241.093407284641	mobile
241.199225480383	mobile
239.18446256762	mobile
238.656996110993	mobile
238.412978673362	mobile
239.940461539303	mobile
240.752071675883	mobile
240.168282984088	mobile
242.928110795688	mobile
240.75690695372	mobile
237.145539674986	mobile
241.745721271394	mobile
238.76534681085	mobile
238.420691050907	mobile
238.004031221455	mobile
239.523325839747	mobile
240.21718273959	mobile
238.893837208666	mobile
240.987507042331	mobile
238.733250192809	mobile
239.851998927925	mobile
241.139922219852	mobile
241.719975057843	mobile
241.223593311564	mobile
238.516045574135	mobile
238.538859990264	mobile
238.221006109735	mobile
239.815154548388	mobile
239.12369887815	mobile
239.583405807803	mobile
241.320435612587	mobile
242.411315862884	mobile
238.360135212747	mobile
238.55827767841	mobile
239.637884730039	mobile
238.720237606866	mobile
236.524228352013	mobile
240.039196381199	mobile
239.425712300969	mobile
239.716266552895	mobile
238.483259764909	mobile
240.717404265328	mobile
239.78553026698	mobile
239.59433988065	mobile
239.261619161703	mobile
240.184664949158	mobile
238.599623679734	mobile
239.509979597753	mobile
239.407727692905	mobile
242.107251275824	mobile
239.719154592147	mobile
239.713509788156	mobile
240.381565776735	mobile
238.92389907178	mobile
237.548891550844	mobile
240.64315211981	mobile
238.147339229747	mobile
239.331254820236	mobile
241.583788691795	mobile
241.358209853246	mobile
238.418535961011	mobile
241.553114214295	mobile
241.579669953999	mobile
239.173063564212	mobile
238.880151840852	mobile
237.792061173922	mobile
239.708745617346	mobile
243.178620851862	mobile
241.521728666524	mobile
240.867571366841	mobile
239.747570054096	mobile
239.321086515373	mobile
240.327114203355	mobile
238.042336029931	mobile
240.104210082976	mobile
241.207085541753	mobile
238.720833811938	mobile
240.286730881782	mobile
241.067141442816	mobile
237.755752831974	mobile
241.75945586715	mobile
240.51585960191	mobile
240.351345290253	mobile
237.630292687463	mobile
239.839976370588	mobile
240.047406507934	mobile
241.841808743976	mobile
241.164180655607	mobile
242.523878286649	mobile
241.296817140075	mobile
239.000732949355	mobile
240.978377994016	mobile
240.382358893575	mobile
237.380493701558	mobile
240.083452300859	mobile
240.959857348364	mobile
238.787193077457	mobile
239.745847076134	mobile
240.516663658292	mobile
238.83622410747	mobile
240.336500330921	mobile
241.351279652998	mobile
240.395092521182	mobile
239.297413345148	mobile
240.390093150205	mobile
239.331484550631	mobile
240.129699217276	mobile
238.036707635254	mobile
241.623980571372	mobile
240.667257401968	mobile
237.904825979226	mobile
241.661629007291	mobile
239.684957581923	mobile
240.774760287272	mobile
238.987578149358	mobile
238.964380849237	mobile
240.913233017728	mobile
238.283394321283	mobile
240.063607970551	mobile
239.494182898213	mobile
239.261958287524	mobile
236.174551342008	mobile
240.947200297556	mobile
239.609770105512	mobile
241.242332748068	mobile
239.518922673843	mobile
238.475963089983	mobile
239.462715303873	mobile
240.371900690832	mobile
241.332682430548	mobile
239.218429847448	mobile
237.522817151015	mobile
240.191294311985	mobile
241.161150402302	mobile
241.913730766917	mobile
238.332731658489	mobile
240.253026150977	mobile
240.617274631748	mobile
239.669696919972	mobile
240.69334274134	mobile
237.751902112973	mobile
240.676233296686	mobile
239.365741728338	mobile
240.465390022043	mobile
239.588476285806	mobile
238.519502469602	mobile
238.964140179299	mobile
238.661716523632	mobile
243.612154925803	mobile
239.180486043879	mobile
240.40996482937	mobile
242.174988923713	mobile
240.399539445256	mobile
239.345005825306	mobile
239.779715900078	mobile
238.071014040903	mobile
240.046793893547	mobile
239.298797197289	mobile
239.738260503328	mobile
240.160587015857	mobile
237.801802836623	mobile
241.435672754522	mobile
240.393298436192	mobile
241.125066320977	mobile
241.351618778819	mobile
238.493400720916	mobile
240.4673427304	mobile
239.944263030363	mobile
242.778775099413	mobile
239.486465050896	mobile
238.896539275693	mobile
240.179096721966	mobile
238.37201555603	mobile
238.690761009282	mobile
238.439971994771	mobile
239.904235243924	mobile
237.756879604864	mobile
241.554913769055	mobile
241.06352045421	mobile
236.680198880885	mobile
240.559973307516	mobile
239.092871247053	mobile
238.414789167665	mobile
240.387369204094	mobile
239.38881869349	mobile
237.440207194937	mobile
237.970638267614	mobile
238.610574161894	mobile
241.642823933531	mobile
243.74988376736	mobile
241.015397406234	mobile
237.764865470975	mobile
240.687150960218	mobile
238.750709702827	mobile
238.839391105058	mobile
238.268740803947	mobile
239.932136547371	mobile
239.941637540134	mobile
241.079410139862	mobile
241.44418918845	mobile
240.721659747406	mobile
237.012766446235	mobile
239.756009911226	mobile
237.733529151146	mobile
239.573587568304	mobile
242.297725122113	mobile
239.842820651669	mobile
241.824819634291	mobile
238.553732298453	mobile
237.428009604918	mobile
238.160302587749	mobile
239.399670719767	mobile
240.274303561368	mobile
238.161232448871	mobile
239.137417064593	mobile
237.404484118519	mobile
238.697548995476	mobile
240.327272826723	mobile
238.040799024193	mobile
240.565793144189	mobile
240.882460084344	mobile
240.150489818021	mobile
238.775247096919	mobile
240.667547299847	mobile
240.860099659233	mobile
239.660540522801	mobile
239.989372234347	mobile
239.868112874201	mobile
240.486568976551	mobile
238.463595937054	mobile
239.84930233067	mobile
238.640121866505	mobile
240.977721621459	mobile
237.897890309206	mobile
237.43675029947	mobile
241.052329302112	mobile
241.533587130722	mobile
239.207523123458	mobile
241.078786585933	mobile
240.939455101382	mobile
239.635571016776	mobile
239.307193296248	mobile
237.675270616936	mobile
237.63767687873	mobile
241.088867374455	mobile
239.813874621902	mobile
237.636440710414	mobile
237.717344097843	mobile
240.866849357028	mobile
239.902178609912	mobile
241.103121598486	mobile
237.439780552775	mobile
238.65485196064	mobile
238.729311957467	mobile
241.167867281469	mobile
240.767912133594	mobile
237.599054823518	mobile
242.181667514481	mobile
240.202917576016	mobile
239.060862145354	mobile
240.392609245007	mobile
239.916317968746	mobile
241.907380362427	mobile
239.857796885512	mobile
241.722879506408	mobile
238.913894860056	mobile
238.839708351794	mobile
239.03895024149	mobile
238.329323990964	mobile
241.200702318636	mobile
240.757153093429	mobile
241.592157441897	mobile
241.630177822265	mobile
237.004594607899	mobile
241.067387582525	mobile
239.573549279905	mobile
241.061666201736	mobile
239.46650585539	mobile
238.565486836995	mobile
238.925802552195	mobile
240.103499012706	mobile
237.61135086942	mobile
236.941730526247	mobile
240.013515804904	mobile
239.198902763875	mobile
239.481503968319	mobile
239.929604043255	mobile
241.289925228226	mobile
240.128572444386	mobile
241.665993884796	mobile
240.050048407476	mobile
238.736006957549	mobile
238.954967372814	mobile
239.562489402318	mobile
239.358040290335	mobile
239.442313056891	mobile
237.453936320922	mobile
240.117600083141	mobile
242.698123321464	mobile
240.404456769662	mobile
240.835562265142	mobile
241.266361453428	mobile
238.823211521526	mobile
240.549465876832	mobile
237.417469355606	mobile
241.452656394436	mobile
238.857140512955	mobile
240.998430175634	mobile
240.666229084962	mobile
238.309725800364	mobile
240.715139780006	mobile
236.718881103581	mobile
238.819585063149	mobile
238.400332562096	mobile
240.14112556954	mobile
238.622952254366	mobile
238.290855089349	mobile
240.858146950876	mobile
238.573346898366	mobile
237.195588082462	mobile
238.89443888351	mobile
239.121242950832	mobile
239.571377780695	mobile
238.943995011569	mobile
239.63571323083	mobile
241.832603118864	mobile
239.752662411185	mobile
239.374165176154	mobile
242.124404478649	mobile
240.98578953414	mobile
237.821275222483	mobile
239.470881672437	mobile
240.772774760287	mobile
238.797563763859	mobile
239.475946680669	mobile
238.234850100917	mobile
238.823074777244	mobile
239.122790896113	mobile
240.349458219152	mobile
241.469043829277	mobile
241.5032791279	mobile
238.562648025686	mobile
239.317099052089	mobile
240.839757579736	mobile
240.619927470832	mobile
240.729765948486	mobile
236.123737166549	mobile
238.511243114925	mobile
241.146152289373	mobile
239.385219583969	mobile
240.121921202475	mobile
240.863436219732	mobile
240.510756305279	mobile
241.182783347828	mobile
238.549252555751	mobile
235.962285926825	mobile
237.062546834917	mobile
239.696433162129	mobile
239.57983951691	mobile
238.206533094851	mobile
241.848963204848	mobile
238.187181043961	mobile
242.174146578932	mobile
240.401054571908	mobile
239.465466598842	mobile
240.463688923166	mobile
240.134643890539	mobile
239.32612964452	mobile
240.278411359621	mobile
239.836103772501	mobile
242.889915382638	mobile
242.017732998583	mobile
242.152070581929	mobile
241.545270562238	mobile
239.165176153985	mobile
240.156249487209	mobile
238.628635346756	mobile
241.319062699989	mobile
239.51665271875	mobile
239.93008538313	mobile
239.534358368477	mobile
238.513622465445	mobile
239.898929565755	mobile
239.448373563501	mobile
241.990920179627	mobile
242.55267663259	mobile
240.296423316541	mobile
238.381593125591	mobile
242.335712683853	mobile
239.13406409478	mobile
238.723535878965	mobile
237.078223199488	mobile
238.774907971098	mobile
238.907648381221	mobile
239.2088686872	mobile
240.454182460631	mobile
239.771095540495	mobile
239.631375702182	mobile
239.696181552649	mobile
237.176739250532	mobile
240.568320178533	mobile
240.203256701837	mobile
241.84152978564	mobile
240.11274839599	mobile
241.406901757438	mobile
238.436739359927	mobile
238.993250302205	mobile
240.904672825629	mobile
237.584800599487	mobile
239.681041225666	mobile
239.345334011585	mobile
239.144752027918	mobile
238.981878647654	mobile
239.231918303496	mobile
240.067721238575	mobile
240.485414854805	mobile
242.162255296106	mobile
241.471516165909	mobile
236.938038430613	mobile
236.842536223561	mobile
238.776198837127	mobile
239.541731620201	mobile
240.564119394168	mobile
236.996291495053	mobile
239.551582678328	mobile
237.43687610421	mobile
241.076762770549	mobile
240.416391810658	mobile
244.229156068985	mobile
238.920567981053	mobile
240.924079574233	mobile
241.758788555051	mobile
238.095004457864	mobile
239.477188318756	mobile
238.944443532816	mobile
238.644946204799	mobile
238.60382993387	mobile
240.657335236814	mobile
239.102875458777	mobile
238.525738008894	mobile
240.172598633651	mobile
238.538515394671	mobile
238.835704479196	mobile
237.915492033278	mobile
239.369143926092	mobile
238.043161965398	mobile
238.201287584166	mobile
238.836174879528	mobile
239.859312012165	mobile
240.78243984619	mobile
238.302932344399	mobile
239.843477024226	mobile
238.387276217981	mobile
239.414991549203	mobile
241.789550548892	mobile
239.206658899591	mobile
240.891665709457	mobile
239.465225928904	mobile
240.475820875929	mobile
241.041411638579	mobile
238.006831744365	mobile
241.562500341861	mobile
240.505614720249	mobile
242.397515629872	mobile
238.904213364839	mobile
238.576902249717	mobile
239.426401492154	mobile
239.964451956264	mobile
240.980390869858	mobile
239.179430378016	mobile
237.726653648611	mobile
239.647861592907	mobile
240.586042237574	mobile
238.781597501408	mobile
240.327245477867	mobile
244.017732998583	mobile
240.450304392773	mobile
238.985871580709	mobile
237.309993819158	mobile
241.796037697664	mobile
238.189533045623	mobile
240.01867926902	mobile
240.87964315212	mobile
240.97722387227	mobile
241.389217986796	mobile
239.690033529698	mobile
240.61323247075	mobile
240.250159990811	mobile
237.932196714855	mobile
239.49667711393	mobile
239.904825979226	mobile
242.148460532865	mobile
241.879785366174	mobile
237.066074837411	mobile
240.677179567122	mobile
238.087932043561	mobile
240.506681325654	mobile
235.996302434595	mobile
238.564272547765	mobile
238.408931042593	mobile
238.051837022694	mobile
238.033267149101	mobile
238.473425116096	mobile
239.249328585572	mobile
238.954179725746	mobile
240.777582689268	mobile
236.570065035581	mobile
239.518523380537	mobile
240.709560613271	mobile
239.987539860958	mobile
240.856254410003	mobile
240.290767573008	mobile
241.043528440076	mobile
239.641002499685	mobile
239.041810931885	mobile
239.576382621443	mobile
239.925425137975	mobile
240.792919928018	mobile
239.754275993721	mobile
240.611427446218	mobile
240.414657893153	mobile
241.826635598366	mobile
238.749200045946	mobile
239.946516576142	mobile
239.347795408674	mobile
238.190758274397	mobile
239.112513195823	mobile
240.000284428108	mobile
238.706191234145	mobile
239.878111616153	mobile
239.803957926519	mobile
237.725559694349	mobile
240.647992867418	mobile
240.310551735832	mobile
237.334394468967	mobile
240.019745874425	mobile
239.39353910613	mobile
237.017027398084	mobile
242.179506954814	mobile
239.934122074356	mobile
240.101579122977	mobile
239.999688223035	mobile
238.11316956838	mobile
238.651892814361	mobile
240.477062514016	mobile
237.955908173479	mobile
240.511954185196	mobile
241.249262948316	mobile
239.825186108969	mobile
241.145233367793	mobile
240.516056513677	mobile
235.433730985707	mobile
238.668176323548	mobile
237.523484463115	mobile
240.411376030368	mobile
244.654665988415	mobile
237.554465247808	mobile
238.030061863114	mobile
241.244876191726	mobile
240.953731204498	mobile
239.634493471828	mobile
239.530250570224	mobile
238.823632693917	mobile
240.421730307456	mobile
240.744692954388	mobile
238.157009785421	mobile
241.913927678684	mobile
238.096612570628	mobile
239.50808705688	mobile
239.474962121834	mobile
241.666617438725	mobile
241.891944667793	mobile
240.155489188997	mobile
239.804236884856	mobile
239.52877373197	mobile
239.199952959967	mobile
238.562587858202	mobile
238.518654655049	mobile
239.813628482193	mobile
240.571038654874	mobile
241.429054331238	mobile
238.942764313024	mobile
240.197546260591	mobile
238.883515750206	mobile
239.809192497662	mobile
237.701421593563	mobile
236.264414214842	mobile
238.319341658325	mobile
241.062842202568	mobile
238.456244564415	mobile
240.706114657346	mobile
238.792766774421	mobile
237.798745234462	mobile
240.638021474322	mobile
238.87617531711	mobile
434.380069406018	desktop
435.871168285774	desktop
432.647225774771	desktop
435.449484585195	desktop
436.180770795238	desktop
434.504095101635	desktop
433.196176439332	desktop
431.663292864812	desktop
432.832372007461	desktop
435.498424256194	desktop
433.462042896877	desktop
437.324504281992	desktop
436.757454550785	desktop
436.174764646172	desktop
433.46352153089	desktop
435.649321880485	desktop
433.680226613946	desktop
436.409995712511	desktop
436.692522912414	desktop
436.108614554742	desktop
434.121103240535	desktop
434.96390447328	desktop
436.030028913067	desktop
434.754504611799	desktop
434.015099656634	desktop
436.496247531029	desktop
433.117799675324	desktop
435.817616815752	desktop
437.000560671633	desktop
432.031478230916	desktop
432.838599860015	desktop
435.062359144994	desktop
438.29749126928	desktop
435.485537969929	desktop
435.194827895796	desktop
432.904718803021	desktop
438.077768453609	desktop
433.627043428232	desktop
435.545306298944	desktop
433.268057840791	desktop
433.218141575084	desktop
434.854738408206	desktop
435.891050141634	desktop
434.052212087787	desktop
431.276312173171	desktop
433.446523652647	desktop
434.95725336861	desktop
436.865904202106	desktop
432.321160407055	desktop
433.843825466219	desktop
433.579866391583	desktop
437.478802581288	desktop
435.752538596562	desktop
434.958129189005	desktop
432.78609644285	desktop
437.338603524536	desktop
436.737032178154	desktop
435.534162492167	desktop
434.437091176934	desktop
432.102031243702	desktop
436.91106208797	desktop
438.869264567385	desktop
432.763658583956	desktop
434.200500573497	desktop
435.167376972886	desktop
437.540166808972	desktop
435.628831714226	desktop
435.586160205506	desktop
432.65593817221	desktop
437.669201904085	desktop
435.747798539322	desktop
434.701676884571	desktop
434.921016757852	desktop
436.037883812714	desktop
434.039716072953	desktop
439.37052699469	desktop
432.181763880287	desktop
435.365418653142	desktop
433.341604766808	desktop
434.449237230062	desktop
433.803248230953	desktop
433.16633441681	desktop
435.975233338342	desktop
434.063500643123	desktop
434.267689556483	desktop
434.659020033933	desktop
436.867879378644	desktop
436.842881852195	desktop
435.893452234808	desktop
436.57556058002	desktop
434.327063949547	desktop
434.478820903891	desktop
434.569860418415	desktop
433.28265545812	desktop
434.603687606958	desktop
434.302264307204	desktop
434.743406611528	desktop
434.772380142696	desktop
436.67520805315	desktop
434.186923525122	desktop
435.252415835126	desktop
435.495446833305	desktop
433.851020752179	desktop
436.913982710792	desktop
436.861897048962	desktop
437.546401990568	desktop
433.20571885066	desktop
434.246898899544	desktop
434.100558106469	desktop
436.356733739607	desktop
433.812581764613	desktop
435.798295631525	desktop
435.320552096655	desktop
436.630303019198	desktop
433.34796637436	desktop
434.789112343204	desktop
435.78594253299	desktop
437.191108407509	desktop
435.324834088835	desktop
434.935826917369	desktop
435.764371333189	desktop
435.626479092078	desktop
434.658239491071	desktop
434.498644127423	desktop
435.343209826778	desktop
436.205614411826	desktop
432.51644087113	desktop
433.354430588485	desktop
432.775731346675	desktop
434.418852858509	desktop
435.061465001997	desktop
436.39981750688	desktop
433.724977738038	desktop
434.214676770971	desktop
434.851268107312	desktop
431.665526390044	desktop
432.956612077527	desktop
434.296408403478	desktop
432.781008256165	desktop
435.285957191072	desktop
436.779340899347	desktop
438.219033885821	desktop
435.692937003228	desktop
434.546304880775	desktop
436.678608728155	desktop
434.032590412882	desktop
432.558132120621	desktop
436.39109961266	desktop
434.740559279116	desktop
433.004703412035	desktop
433.915140699264	desktop
433.574928450238	desktop
435.868698398971	desktop
437.078360273666	desktop
431.523956802633	desktop
434.981442868293	desktop
430.474044201446	desktop
432.330787102354	desktop
435.497698681139	desktop
431.192583377002	desktop
435.098718517188	desktop
436.875761762195	desktop
433.563108539432	desktop
433.958565266942	desktop
438.836639341559	desktop
434.881342826884	desktop
435.434176050893	desktop
434.847601754572	desktop
435.044014555475	desktop
436.590028106872	desktop
434.19394657862	desktop
438.441098330078	desktop
434.558439940342	desktop
434.892288749556	desktop
435.608638374126	desktop
434.145866237673	desktop
435.104383865849	desktop
436.524129035095	desktop
434.502865655015	desktop
434.451005361193	desktop
434.912711122186	desktop
433.695439870716	desktop
438.237886011426	desktop
437.30689626109	desktop
432.596561946886	desktop
434.202162433535	desktop
436.043199199669	desktop
434.661693301623	desktop
434.067232957231	desktop
432.928884483321	desktop
436.105666448017	desktop
436.147685672091	desktop
433.96887539531	desktop
433.995250781459	desktop
436.711767141711	desktop
434.345258293726	desktop
433.262753447398	desktop
435.850557190339	desktop
434.524951719943	desktop
436.01170264615	desktop
433.814560605672	desktop
434.46764961321	desktop
434.187394416004	desktop
432.647480458945	desktop
437.193699223488	desktop
437.539571324394	desktop
430.7032746155	desktop
435.041790191544	desktop
437.205993689696	desktop
434.928838676815	desktop
436.633793474955	desktop
435.305945318025	desktop
434.499833264318	desktop
433.737525056159	desktop
436.710610985499	desktop
432.149721313218	desktop
436.65272438775	desktop
436.854747569507	desktop
436.99533506543	desktop
432.445722954923	desktop
436.496835686566	desktop
436.386539116924	desktop
433.709735165105	desktop
433.007376679725	desktop
436.105204718437	desktop
436.628505571903	desktop
435.261335277972	desktop
432.730159369996	desktop
435.475973571478	desktop
434.71306438196	desktop
434.997101364301	desktop
433.853695852129	desktop
438.686197950067	desktop
435.81592380729	desktop
436.245125271633	desktop
434.230005460135	desktop
434.760496102782	desktop
436.069530611572	desktop
435.782868000308	desktop
436.00757273157	desktop
431.727914851202	desktop
434.472347528464	desktop
434.695819148585	desktop
434.077275575605	desktop
438.201876600937	desktop
434.764167952303	desktop
434.085478604697	desktop
432.235734937905	desktop
433.132697783332	desktop
434.810293271574	desktop
435.534204634153	desktop
435.99212494549	desktop
435.172741830868	desktop
435.261947252892	desktop
432.766753271501	desktop
438.532114025219	desktop
433.882486157274	desktop
433.108478967485	desktop
435.922284681938	desktop
434.051352757735	desktop
433.668348070813	desktop
432.39079545746	desktop
436.436343614756	desktop
433.565140516038	desktop
434.371426634468	desktop
437.008858978258	desktop
436.168395709579	desktop
437.28028634563	desktop
434.217963845841	desktop
435.696759098088	desktop
437.097681457893	desktop
